position,rank,name,lastName,uri,imageUri,worth,salary,managementAssets,government,title,pay,headquarters,state,age,source,industry,gender,country,timestamp,squareImage,worthChange,realTimeWorth,realTimeRank,realTimePosition
,,Chris Ellison,Ellison,chris-ellison,no-pic,,,,,,,,,66,Mining,Metals & Mining,M,Australia,1708230002206,https://specials-images.forbesimg.com/imageserve/65ca4cfe12e27a37a0696845/416x416.jpg?background=000000&cropX1=74&cropX2=624&cropY1=189&cropY2=739,0.0,1046.948,2489,2489
,,Christian Birkenstock,Birkenstock,christian-birkenstock,no-pic,,,,,,,,,51,Shoes,Fashion & Retail,M,Germany,1708230002206,,0.0,1611.159,1832,1833
,,Christine Knauf,Knauf,christine-knauf,no-pic-female,,,,,,,,,,Building materials,Manufacturing,F,Germany,1708230002206,,0.0,1290.392,2190,2190
,,Christoffel Wiese,Wiese,christoffel-wiese,christoffel-wiese,,,,,,,,,82,retail,Fashion & Retail,M,South Africa,1708230002206,//specials-images.forbesimg.com/imageserve/5a80fb33a7ea431690133f0a/416x416.jpg?background=000000&cropX1=1537&cropX2=3611&cropY1=0&cropY2=2074,0.0,1206.135,2281,2281
,,Chung Mong-joon,Chung,chung-mong-joon,chung-mong-joon,,,,,,,,,72,"shipbuilding, industrial machines",Manufacturing,M,South Korea,1708230002206,//specials-images.forbesimg.com/imageserve/5d247b824c687b00085c1eca/416x416.jpg?background=000000&cropX1=1616&cropX2=4547&cropY1=335&cropY2=3264,0.0,1141.197,2362,2362
,,Chung Yong-jin,Chung,chung-yong-jin,chung-yong-jin,,,,,,,,,55,Retail,Fashion & Retail,M,South Korea,1708230002206,//specials-images.forbesimg.com/imageserve/5e77b1a2d8e1ae0007b732d5/416x416.jpg?background=000000&cropX1=3&cropX2=714&cropY1=16&cropY2=727,0.0,1170.255,2323,2323
,,Claudio Del Vecchio,Del Vecchio,claudio-del-vecchio,no-pic,,,,,,,NY,New York,66,Eyeglasses,Fashion & Retail,M,Italy,1708230002206,https://specials-images.forbesimg.com/imageserve/642b2d3d240725d2a7eb479e/416x416.jpg?background=000000&cropX1=310&cropX2=1086&cropY1=145&cropY2=922,0.0,4194.009,708,708
,,Clelia Haji-Ioannou,Haji-Ioannou,clelia-haji-ioannou,no-pic-female,,,,,,,,,53,EasyJet,Service,F,Cyprus,1708230002206,,0.0,1053.906,2479,2479
,,Clemente Del Vecchio,Del Vecchio,clemente-del-vecchio,no-pic,,,,,,,,,19,Eyeglases,Fashion & Retail,M,Italy,1708230002206,,0.0,4186.812,714,714
,,Cliff Obrecht,Obrecht,cliff-obrecht,no-pic,,,,,,,,,38,Software,Technology,M,Australia,1708230002206,https://specials-images.forbesimg.com/imageserve/624430fcba07b141424ab6ab/416x416.jpg?background=000000&cropX1=543&cropX2=1057&cropY1=149&cropY2=663,0.0,4400.0,668,668
,,Conni Jonsson,Jonsson,conni-jonsson,no-pic,,,,,,,,,63,Asset management ,Finance & Investments,M,Sweden,1708230002206,,0.0,1592.747,1840,1840
,,Cristina Green,Green,cristina-green,no-pic-female,,,,,,,,,,Fashion retail,Fashion & Retail,F,United Kingdom,1708230002206,,0.0,1097.061,2419,2419
,,Cristina Junqueira,Junqueira,cristina-junqueira,no-pic-female,,,,,,,,,41,fintech,Finance & Investments,F,Brazil,1708230002206,https://specials-images.forbesimg.com/imageserve/61ba654f78b47e603201f125/416x416.jpg?background=000000&cropX1=652&cropX2=1942&cropY1=288&cropY2=1579,0.0,1316.528,2159,2159
,,Daniel Feffer,Feffer,daniel-feffer,no-pic,,,,,,,,,64,Pulp and paper,Manufacturing,M,Brazil,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,1401.862,2055,2055
,,Daniel Hirschfeld,Hirschfeld,daniel-hirschfeld,no-pic,,,,,,,NE,Nebraska,82,Fashion retail,Fashion & Retail,M,United States,1708230002206,,0.0,1447.358,2005,2005
,,Daniel Sundheim,Sundheim,daniel-sundheim,no-pic,,,,,,,NY,New York,46,Hedge funds,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6063814730d15bbcd7ce7e1c/416x416.jpg?background=000000&cropX1=0&cropX2=1361&cropY1=435&cropY2=1797,0.0,2877.0,1102,1102
,,Danielle Bellon & family,Bellon,danielle-bellon,no-pic-female,,,,,,,,,84,Food services,Service,F,France,1708230002206,,0.0,3769.221,795,795
,,Danilo Iervolino,Iervolino,danilo-iervolino,no-pic,,,,,,,,,45,Online universities,Technology,M,Italy,1708230002206,https://specials-images.forbesimg.com/imageserve/642b38c3a587d8f00ebbf2c7/416x416.jpg?background=000000&cropX1=0&cropX2=1824&cropY1=477&cropY2=2302,0.0,1027.917,2508,2508
,,Danna Azrieli,Azrieli,danna-azrieli,no-pic-female,,,,,,,,,56,Real estate,Real Estate,F,Israel,1708230002206,,0.0,1347.692,2129,2129
,,David Adelman,Adelman,david-adelman,no-pic,,,,,,,PA,Pennsylvania,51,"Real estate, asset management",Real Estate,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6495d858d90997e8347b6843/416x416.jpg?background=000000&cropX1=752&cropX2=3799&cropY1=6&cropY2=3059,0.0,2048.0,1506,1506
,,David Baszucki,Baszucki,david-baszucki,no-pic,,,,,,,CA,California,61,Online games,Media & Entertainment,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/615e05efefba96ce189bcce9/416x416.jpg?background=000000&cropX1=881&cropX2=2461&cropY1=69&cropY2=1648,0.0,2815.499,1125,1125
,,David Blitzer,Blitzer,david-blitzer,no-pic,,,,,,,NY,New York,54,Sports,Sports,M,United States,1708230002206,,0.0,2236.3,1396,1396
,,David Fattal & family,Fattal,david-fattal,no-pic,,,,,,,,,66,hotels,Service,M,Israel,1708230002206,//specials-images.forbesimg.com/imageserve/5e7b98960f95490006b74f99/416x416.jpg?background=000000&cropX1=163&cropX2=3289&cropY1=2031&cropY2=5160,0.0,1232.39,2257,2257
,,David Feffer,Feffer,david-feffer,no-pic,,,,,,,,,67,Pulp and paper,Manufacturing,M,Brazil,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,1467.867,1988,1988
,,David Fong,Fong,david-fong-1,no-pic,,,,,,,,,66,Real estate,Real Estate,M,Hong Kong,1708230002206,,0.0,2352.0,1339,1339
,,David Hoffmann,Hoffmann,david-hoffmann,no-pic,,,,,,,FL,Florida,71,"Executive search, investments",Diversified,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62505a9511733e99ab4ebda7/416x416.jpg?background=000000&cropX1=417&cropX2=2278&cropY1=175&cropY2=2034,0.0,1567.0,1877,1877
,,David Kaplan,Kaplan,david-kaplan,no-pic,,,,,,,CA,California,56,Finance,Finance & Investments,M,United States,1708230002206,,0.0,1870.437,1631,1631
,,David McMurtry,McMurtry,david-mcmurtry,no-pic,,,,,,,,,83,Manufacturing,Manufacturing,M,United Kingdom,1708230002206,//specials-images.forbesimg.com/imageserve/58acd150a7ea431f3219eb6e/416x416.jpg?background=000000&cropX1=35&cropX2=724&cropY1=129&cropY2=819,0.0,1514.827,1928,1928
,,David Mindus,Mindus,david-mindus,no-pic,,,,,,,,,52,Real estate,Real Estate,M,Sweden,1708230002206,,0.0,1886.49,1617,1617
,,David Peñaloza Alanís,Peñaloza Alanís,david-penaloza-alanis,no-pic,,,,,,,,,50,Toll roads,Construction & Engineering,M,Mexico,1708230002206,,0.0,1687.145,1770,1770
,,David Tran & family,Tran,david-tran,no-pic,,,,,,,CA,California,78,Hot sauce,Food & Beverage,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/642b30d3cffac6c2c35a2d8e/416x416.jpg?background=000000&cropX1=1278&cropX2=2002&cropY1=52&cropY2=776,0.0,1021.381,2518,2518
,,David Velez & family,Velez,david-velez,no-pic,,,,,,,,,42,Fintech,Finance & Investments,M,Colombia,1708230002206,https://specials-images.forbesimg.com/imageserve/60638457e39799801c5746a7/416x416.jpg?background=000000&cropX1=20&cropX2=1334&cropY1=129&cropY2=1443,0.0,10099.428,202,202
,,Dean Solon,Solon,dean-solon,no-pic,,,,,,,TN,Tennessee,59,Solar systems,Energy,M,United States,1708230002206,,0.0,1592.0,1841,1841
,,Deepak Mehta,Mehta,deepak-mehta,no-pic,,,,,,,,,67,Chemicals,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/602d7f59393a1065d8a2046a/416x416.jpg?background=000000&cropX1=499&cropX2=2549&cropY1=153&cropY2=2204,0.0,1719.788,1746,1746
,,Deng Weiming & family,Deng,deng-weiming,no-pic,,,,,,,,Hunan,55,Battery components,Manufacturing,M,China,1708230002206,,0.0,1664.617,1792,1792
,,Denis Shtengelov,Shtengelov,denis-shtengelov,no-pic,,,,,,,,,51,"Food, retail",Food & Beverage,M,Russia,1708230002206,,0.0,1055.195,2477,2477
,,Devi Shetty,Shetty,devi-shetty,no-pic,,,,,,,,,71,Healthcare,Healthcare,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6245ee2bcaf9d69fc6dcafbb/416x416.jpg?background=000000&cropX1=1665&cropX2=3236&cropY1=99&cropY2=1669,0.0,2174.304,1430,1430
,,Dewi Kam,Kam,dewi-kam,no-pic-female,,,,,,,,,73,Coal,Energy,F,Indonesia,1708230002206,,0.0,4466.449,658,658
,,Dhruv Sawhney,Sawhney,dhruv-sawhney,no-pic,,,,,,,,,79,"Engineering, sugar",Construction & Engineering,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6245f103580ccff7731e179d/416x416.jpg?background=000000&cropX1=357&cropX2=1404&cropY1=42&cropY2=1089,0.0,1588.295,1844,1844
,,Diana Teh Li Shing,Shing,diana-teh-li-shing,no-pic-female,,,,,,,,,,Banking,Finance & Investments,F,Malaysia,1708230002206,,0.0,1377.518,2090,2090
,,Dilip Surana,Surana,dilip-surana,no-pic,,,,,,,,,58,Pharmaceuticals,Healthcare,M,India,1708230002206,,0.0,1180.365,2307,2308
,,Dmitry Mazepin,Mazepin,dmitry-mazepin,dmitry-mazepin,,,,,,,,,55,Chemicals,Manufacturing,M,Russia,1708230002206,,0.0,2572.383,1238,1238
,,Don Levin,Levin,don-levin,no-pic,,,,,,,AZ,Arizona,73,rolling papers,Manufacturing,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/644145acfe7b9dba6b23907e/416x416.jpg?background=000000&cropX1=0&cropX2=2436&cropY1=288&cropY2=2726,0.0,1738.2,1725,1725
,,Donald Horton & family,Horton,donald-horton,no-pic,,,,,,,TX,Texas,73,Homebuilding,Real Estate,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/60464ead584901b00b3ef273/416x416.jpg?background=000000&cropX1=182&cropX2=1486&cropY1=83&cropY2=1387,0.0,5422.198,536,536
,,Dong Jinggui,Dong,dong-jinggui,no-pic,,,,,,,,Jiangsu,,Electric scooters,Automotive,M,China,1708230002206,,0.0,2358.862,1336,1336
,,Doug Meijer & family,Meijer,doug-meijer,no-pic,,,,,,,MI,Michigan,70,Supermarkets,Fashion & Retail,M,United States,1708230002206,,0.0,5423.514,534,534
,,Dragos Paval,Paval,dragos-paval,no-pic,,,,,,,,,57,Retail,Fashion & Retail,M,Romania,1708230002206,,0.0,1701.853,1759,1759
,,Drorit Wertheim,Wertheim,drorit-wertheim,no-pic-female,,,,,,,,,68,Coca Cola Israel,Food & Beverage,F,Israel,1708230002206,,0.0,1303.983,2175,2175
,,Du Jiangtao & family,Du,du-jiangtao,du-jiangtao,,,,,,,,Beijing,54,Chemicals,Manufacturing,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/562029ede4b0ffa7afe5eb62/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=58&cropY2=802,0.0,2411.548,1313,1313
,,Dwight Schar,Schar,dwight-schar,dwight-schar,,,,,,,FL,Florida,82,"Homebuilding, NFL team",Construction & Engineering,M,United States,1708230002206,,-0.001,2612.244,1215,1215
,,Eddy Sugianto,Sugianto,eddy-sugianto,no-pic,,,,,,,,,78,Coal,Metals & Mining,M,Indonesia,1708230002206,https://specials-images.forbesimg.com/imageserve/638e271060e1ba131255d450/416x416.jpg?background=000000&cropX1=50&cropX2=346&cropY1=58&cropY2=354,0.0,1296.082,2184,2184
,,Edir Macedo & family,Macedo,edir-macedo,edir-macedo,,,,,,,GA,Georgia,79,broadcasting,Media & Entertainment,M,Brazil,1708230002206,,0.0,1207.851,2278,2278
,,Eduard Kucera,Kucera,eduard-kucera,no-pic,,,,,,,,,71,Software,Technology,M,Czech Republic,1708230002206,,0.0,1424.222,2031,2031
,,Eduardo Costantini,Costantini,eduardo-costantini,no-pic,,,,,,,,,77,Real estate,Real Estate,M,Argentina,1708230002206,//specials-images.forbesimg.com/imageserve/5a7a257ba7ea43169012d53c/416x416.jpg?background=000000&cropX1=766&cropX2=3435&cropY1=0&cropY2=2667,0.0,1255.543,2231,2231
,,Eduardo Eurnekian,Eurnekian,eduardo-eurnekian,eduardo-eurnekian,,,,,,,,,91,"Airports, investments",Diversified,M,Argentina,1708230002206,//specials-images.forbesimg.com/imageserve/5e73d11607adf00006db9515/416x416.jpg?background=000000&cropX1=2263&cropX2=5806&cropY1=0&cropY2=3540,0.0,2501.997,1265,1265
,,Edward Lampert,Lampert,edward-lampert,edward-lampert,,,,,,,FL,Florida,61,Sears,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/8cf1228c1a15189e60fb6041f47333eb/416x416.jpg?background=000000&cropX1=82&cropX2=744&cropY1=95&cropY2=757,0.0,1973.544,1566,1566
,,Edward Stack,Stack,edward-stack,edward-stack,,,,,,,PA,Pennsylvania,69,Dick's Sporting Goods,Fashion & Retail,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/58c1999531358e1a35acb543/416x416.jpg?background=000000&cropX1=155&cropX2=575&cropY1=32&cropY2=453,0.0,2556.201,1240,1240
,,Edythe Broad & family,Broad,edythe-broad,no-pic-female,,,,,,,CA,California,88,"Homebuilding, insurance",Diversified,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62446cad7e919f74474ab6ab/416x416.jpg?background=000000&cropX1=1453&cropX2=2550&cropY1=403&cropY2=1499,0.0,6961.35,376,376
,,Egor Kulkov,Kulkov,egor-kulkov,no-pic,,,,,,,,,52,Pharmaceuticals,Healthcare,M,Russia,1708230002206,,0.0,2650.093,1197,1197
,,Eleanor Butt Crook & family,Crook,eleanor-butt-crook,no-pic-female,,,,,,,TX,Texas,91,Supermarkets,Fashion & Retail,F,United States,1708230002206,,0.0,2825.326,1115,1115
,,Elisabeth DeLuca & family,DeLuca,elisabeth-deluca,no-pic-female,,,,,,,FL,Florida,76,Subway,Food & Beverage,F,United States,1708230002206,,0.0,8212.0,291,291
,,Elizabeth Holmes,Holmes,elizabeth-holmes,elizabeth-holmes,,,,,,,CA,California,40,blood testing,Healthcare,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/f73972b9d28df45e961ffa27a62cdff5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=150&cropY2=894,,0.0,2546,2546
,,Elizabeth Uihlein,Uihlein,elizabeth-uihlein,no-pic-female,,,,,,,IL,Illinois,78,Packaging materials,Manufacturing,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62f15573abbc8f597b1d9c78/416x416.jpg?background=000000&cropX1=0&cropX2=623&cropY1=0&cropY2=623,0.0,5025.675,575,575
,,Erich Wesjohann & family,Wesjohann,erich-wesjohann,no-pic,,,,,,,,,78,Poultry genetics,Food & Beverage,M,Germany,1708230002206,,0.0,5385.61,543,543
,,"Ernest Garcia, III","Garcia, III",ernest-garcia-iii,no-pic,,,,,,,AZ,Arizona,41,used cars,Automotive,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62546f356d7d243c9c6cbc7c/416x416.jpg?background=000000&cropX1=187&cropX2=2015&cropY1=91&cropY2=1920,0.0,1421.982,2035,2035
,,Eugene Wu,Wu,eugene-wu,eugene-wu,,,,,,,,,78,Finance,Finance & Investments,M,Taiwan,1708230002206,//specials-images.forbesimg.com/imageserve/5e1e4e5bda6d380006299ad2/416x416.jpg?background=000000&cropX1=8&cropX2=718&cropY1=46&cropY2=757,0.0,1122.523,2384,2384
,,Falguni Nayar,Nayar,falguni-nayar,no-pic-female,,,,,,,,,60,Retailing,Fashion & Retail,F,India,1708230002206,https://specials-images.forbesimg.com/imageserve/624433b350f24c36ffc7b3b0/416x416.jpg?background=000000&cropX1=0&cropX2=1390&cropY1=248&cropY2=1639,0.0,2779.687,1139,1139
,,Fan Daidi,Fan,fan-daidi,no-pic-female,,,,,,,,Shaanxi,58,Skincare,Fashion & Retail,F,China,1708230002206,,0.0,2746.756,1158,1158
,,Federico De Nora,De Nora,federico-de-nora,no-pic,,,,,,,,,55,Electrodes,Manufacturing,M,Italy,1708230002206,,0.0,1508.191,1934,1934
,,Femi Otedola,Otedola,femi-otedola,femi-otedola,,,,,,,,,61,"gas stations, utilities",Energy,M,Nigeria,1708230002206,https://specials-images.forbesimg.com/imageserve/65aab8a62af0e05000b4136e/416x416.jpg?background=000000&cropX1=9&cropX2=1280&cropY1=121&cropY2=1392,0.0,1368.671,2099,2099
,,Fernando Chico Pardo,Chico Pardo,fernando-chico-pardo,no-pic,,,,,,,,,72,Airport management,Service,M,Mexico,1708230002206,//specials-images.forbesimg.com/imageserve/5c7850314bbe6f0583123c77/416x416.jpg?background=000000&cropX1=154&cropX2=858&cropY1=16&cropY2=720,15.535,3398.782,909,909
,,Francesco Saputo,Saputo,francesco-saputo,no-pic,,,,,,,,Quebec,,Cheese,Food & Beverage,M,Canada,1708230002206,,0.0,1071.756,2454,2454
,,Francine von Finck & family,von Finck,francine-von-finck,no-pic-female,,,,,,,,,,Investments,Finance & Investments,F,Germany,1708230002206,,0.0,8456.613,282,282
,,Francois Feuillet & family,Feuillet,francois-feuillet,no-pic,,,,,,,,,75,"Motorhomes, RVs",Automotive,M,France,1708230002206,//specials-images.forbesimg.com/imageserve/5a7deeb3a7ea431690131b81/416x416.jpg?background=000000&cropX1=551&cropX2=1315&cropY1=491&cropY2=1255,0.0,2061.85,1498,1498
,,Frank Slootman,Slootman,frank-slootman,no-pic,,,,,,,CA,California,65,Software,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/60638834dbd41e0a844ae7fe/416x416.jpg?background=000000&cropX1=540&cropX2=1356&cropY1=146&cropY2=962,0.0,3657.422,826,826
,,Franziska Wuerbser,Wuerbser,franziska-wuerbser,no-pic-female,,,,,,,,,35,Kitchen appliances,Manufacturing,F,Germany,1708230002206,,0.0,1651.128,1805,1805
,,Fred Ehrsam,Ehrsam,fred-ehrsam,no-pic,,,,,,,CA,California,35,cryptocurrency exchange,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6063888ca33337dd9e276465/416x416.jpg?background=000000&cropX1=465&cropX2=1482&cropY1=141&cropY2=1158,0.0,2360.596,1335,1335
,,Fredrik Österberg,Österberg,fredrik-osterberg,no-pic,,,,,,,,,53,Gambling products,Gambling & Casinos,M,Sweden,1708230002206,,0.0,1668.722,1789,1789
,,Fritz Draexlmaier,Draexlmaier,fritz-draexlmaier,fritz-draexlmaier,,,,,,,,,,Auto parts ,Automotive,M,Germany,1708230002206,//specials-images.forbesimg.com/imageserve/5c703c114bbe6f79679f0521/416x416.jpg?background=000000&cropX1=221&cropX2=1235&cropY1=99&cropY2=1112,0.0,1726.933,1736,1736
,,Fumio Kaneko,Kaneko,fumio-kaneko,no-pic,,,,,,,,,67,waste management,Service,M,Japan,1708230002206,https://specials-images.forbesimg.com/imageserve/63e65cb99073392361f721e9/416x416.jpg?background=000000&cropX1=451&cropX2=1438&cropY1=202&cropY2=1190,0.0,1292.877,2187,2187
,,Fung Victor,Fung,fung-victor,no-pic,,,,,,,,,78,Sourcing,Logistics,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/55fb1c87e4b0ffa7afe4b5ef/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=282&cropY2=1026,0.0,1036.999,2499,2499
,,G. M. Rao,Rao,g-m-rao,g-m-rao,,,,,,,,,73,Infrastructure,Logistics,M,India,1708230002206,//specials-images.forbesimg.com/imageserve/5e768ac5d8e1ae0007b722de/416x416.jpg?background=000000&cropX1=287&cropX2=2431&cropY1=24&cropY2=2169,0.0,2728.806,1166,1166
,,Gabriel Escarrer & family,Escarrer,gabriel-escarrer,gabriel-escarrer,,,,,,,,,88,Hotels,Service,M,Spain,1708230002206,//specials-images.forbesimg.com/imageserve/5c7216b931358e35dd26fe36/416x416.jpg?background=000000&cropX1=129&cropX2=486&cropY1=3&cropY2=360,0.0,1068.474,2458,2458
,,Gabriella Meister,Meister,gabriella-meister,no-pic-female,,,,,,,,,,Appliances,Manufacturing,F,Germany,1708230002206,,0.0,1650.387,1809,1809
,,Gan Zhongru,Gan,gan-zhongru,no-pic,,,,,,,,Beijing,75,Pharmaceuticals,Healthcare,M,China,1708230002206,,0.0,1172.971,2317,2317
,,Gao Jifan & family,Gao,gao-jifan,no-pic,,,,,,,,Jiangsu,59,Solar equipment,Energy,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/6182cc393bf7c3b9cf3d1ca0/416x416.jpg?background=000000&cropX1=377&cropX2=2937&cropY1=63&cropY2=2621,0.0,2683.893,1188,1188
,,Gao Xingjiang,Gao,gao-xingjiang-1,no-pic,,,,,,,,Zhejiang,60,Steel,Manufacturing,M,China,1708230002206,,0.0,1656.846,1800,1800
,,Gary Friedman,Friedman,gary-friedman,no-pic,,,,,,,CA,California,66,Furniture retail,Fashion & Retail,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/606d0cc8cfcbcccb1a94db8e/416x416.jpg?background=000000&cropX1=0&cropX2=1455&cropY1=69&cropY2=1525,0.0,1383.928,2081,2081
,,Gary Tharaldson,Tharaldson,gary-tharaldson,gary-tharaldson,,,,,,,ND,North Dakota,78,Hotels,Service,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5afdc6b631358e612fb94f8f/416x416.jpg?background=000000&cropX1=167&cropX2=1463&cropY1=0&cropY2=1297,0.0,1220.1,2266,2266
,,Gary Wang,Wang,gary-wang-1,no-pic,,,,,,,,,30,cryptocurrency exchange,Finance & Investments,M,United States,1708230002206,,,0.0,2546,2547
,,Geoffrey Palmer,Palmer,geoffrey-palmer,no-pic,,,,,,,CA,California,73,Real estate,Real Estate,M,United States,1708230002206,,0.0,3087.988,1026,1026
,,George Alexander Muthoot,Muthoot,george-alexander-muthoot,no-pic,,,,,,,,,68,financial services,Finance & Investments,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6033d59b82f41cf697d73189/416x416.jpg?background=000000&cropX1=885&cropX2=2328&cropY1=99&cropY2=1541,0.0,1274.616,2211,2211
,,George Jacob Muthoot,Muthoot,george-jacob-muthoot,no-pic,,,,,,,,,71,financial services,Finance & Investments,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6033d67375b6df3a403f5231/416x416.jpg?background=000000&cropX1=2246&cropX2=4663&cropY1=214&cropY2=2630,0.0,1274.616,2211,2212
,,George Kurtz,Kurtz,george-kurtz,no-pic,,,,,,,AZ,Arizona,53,Security software,Technology,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5e5eec877d6f2600068e9a81/416x416.jpg?background=000000&cropX1=1192&cropX2=3840&cropY1=2641&cropY2=5291,0.0,4532.03,649,649
